D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,42688,525,737,533,742,6, HELP dolphins in the area, camera turning and glare, cannot be sure;;,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,22044,316,1865,320,1872,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,27728,632,1750,652,1763,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,15716,232,1875,252,1896,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,2052,246,618,279,672,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,25329,585,1195,593,1207,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,29562,422,51,605,106,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,28984,536,641,548,648,0, NICE clean image with dolphins;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,25030,648,1765,658,1789,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,31636,242,1904,247,1915,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,38448,395,1594,412,1611,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,33053,382,732,388,747,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,29870,501,841,515,846,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,39880,229,269,238,286,5, HELP large school swiming past but i cannot tell one here, check please *;;,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,1436,797,1133,816,1141,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,38944,113,341,122,357,6, HELP i think the section captures 3 animals but image is bright and animals are faint, check please;;,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45542,671,1573,681,1596,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44622,660,1696,665,1704,5,  glare, dark and rotation, you may want to exclude this one;;,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,34943,0,838,11,843,5, very poor quality and no video, cannot ID;;,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,13793,414,1067,422,1079,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,17396,312,1872,334,1885,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_1/錄製_2019_11_28_07_43_03_380.mp4,48158,338,1617,345,1626,10, NICE zoom out on a floating object (tree?);;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_7/錄製_2019_11_28_12_59_28_589.mp4,45957,727,188,742,212,10, ERROR not much video;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,33830,649,1388,674,1413,0, ERROR poor video;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,13463,600,114,619,125,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,29244,543,1929,550,1936,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,32252,719,1633,726,1644,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,37980,599,1305,604,1317,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,59018,537,1333,552,1358,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_4/錄製_2019_11_20_11_12_52_295.mp4,21454,218,1859,222,1869,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,24110,427,291,433,301,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,36550,892,1912,900,1926,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,14145,723,567,742,574,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_7/錄製_2019_11_28_12_59_28_589.mp4,49009,890,1465,900,1473,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,43240,618,697,626,709,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,31769,527,1923,544,1954,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45404,740,1519,750,1535,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,33482,537,1387,550,1397,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,33241,188,1159,196,1164,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,30024,550,749,567,760,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,36976,0,472,13,478,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,50776,437,1358,443,1363,5, dark, glare and rotating;;,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,43840,232,608,242,623,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_9/錄製_2019_11_28_16_11_37_783.mp4,19679,748,1192,758,1203,1, NICE birds and dolphins;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,43000,673,955,680,960,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,26778,339,1521,350,1534,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,35035,459,1529,472,1539,10, ERROR no video;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,40024,527,1064,532,1076,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,43932,343,714,355,733,5, dark, glare, rotation;;,
D:/ETP trial survey/Jason's Computer/20191121/20191121_1/錄製_2019_11_21_07_25_55_214.mp4,45630,666,1846,680,1852,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,39160,479,920,485,928,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,24133,609,897,616,905,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,25674,656,989,664,999,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,31723,90,1258,102,1281,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,14365,533,885,543,903,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,33272,60,1792,68,1799,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,28352,472,1086,488,1104,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,50608,591,1385,595,1392,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,28968,489,1147,497,1163,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,28153,186,520,196,528,0, NICE large school and jumps;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,35596,5,1968,24,1985,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45519,818,1719,823,1730,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,34588,149,1617,157,1625,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,31608,460,999,466,1011,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,59018,129,1171,146,1180,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,34700,153,1808,180,1837,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,18246,417,1035,434,1048,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,15069,458,659,471,672,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,21680,461,1893,478,1907,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,22103,275,1405,284,1415,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,31410,844,1053,859,1075,6, HELP large school but difficult light, i cannot see a dolphin but cannot dismiss it;;,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,29100,639,1558,651,1566,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,25880,444,1707,457,1723,10, ERROR no video;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,32104,667,1766,680,1786,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,21236,53,821,64,836,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58374,373,1249,388,1260,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,23535,751,1189,764,1225,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44323,560,951,574,964,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,34138,608,1667,616,1688,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,23778,293,1070,310,1078,2, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,33494,429,1354,453,1363,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44898,643,1722,649,1738,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58627,130,905,141,911,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191121/20191121_1/錄製_2019_11_21_07_25_55_214.mp4,45630,690,1063,702,1068,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,17102,728,277,739,285,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,39072,473,15,508,50,6, HELP camera zomms just as ID section comes up. i cannot tell if ID catches a dolphin or water;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45404,862,1914,867,1928,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,29538,225,1481,236,1519,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,36876,583,3,590,19,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,33038,114,1934,139,1973,6, HELP double check, please, there is a large school but the colour of the sea.......;;,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,36536,718,1459,734,1467,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,15091,753,463,760,472,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,27780,293,50,300,59,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44277,233,568,243,583,5, too dark, glare, rotation;;,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,28528,550,1505,565,1512,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58236,473,1285,492,1299,5, i would not see a dolphin if it was there;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,2276,646,320,657,339,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,44344,454,399,461,411,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,21876,429,1774,447,1798,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,36646,723,291,744,300,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,43932,317,943,338,965,6, HELP dark, glare, i'd delete this;;,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,34728,838,1761,848,1779,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,40504,85,1096,91,1113,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,22016,400,1709,410,1720,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,17622,681,789,720,840,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,40840,559,1968,577,1981,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44530,609,1477,615,1501,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,43696,575,677,583,686,6, HELP dolphin splashes but the glare is such i can not see on on the ID box;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,14805,613,318,625,329,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,26732,864,922,872,931,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58742,370,1318,380,1325,5, dark, fast footage, glare, cannot ID;;
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,30724,701,1973,727,1990,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,42828,739,1620,745,1628,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,29676,631,1617,646,1640,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,47128,42,472,47,480,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,37086,724,208,741,216,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,36026,319,1781,346,1789,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,33412,640,1589,650,1597,0, NICE good example of an ID when there are animals but also such difficult light;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,29308,723,787,742,820,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,29504,400,1693,410,1697,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,25503,398,976,413,989,0, NICE school of dolphins with some jumps;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,20403,374,875,394,881,0, NICE image definition w school of dolphins;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,35018,400,1941,413,1964,10, NICE example of terrible light;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,30872,293,1923,304,1931,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,34226,511,1848,530,1868,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,32156,354,1891,362,1909,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,27031,888,1253,898,1270,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58558,25,1358,51,1372,5, fast, dark, glare;;,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45289,670,1552,684,1572,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,24103,474,893,485,908,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,14893,706,465,717,477,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,32503,528,1251,538,1259,0, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58512,694,1644,699,1659,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,39112,592,965,598,977,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_7/錄製_2019_11_28_12_59_28_589.mp4,71773,869,305,876,315,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_1/錄製_2019_11_28_07_43_03_380.mp4,48158,472,828,490,840,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,31322,794,924,813,963,6, ERROR HELP ID box on video does not match the one on frame, zooming out, cannot be sure if it captures an animal;;,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,23788,766,1407,774,1419,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,26134,836,1188,845,1211,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44921,876,1747,882,1759,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,27428,713,1416,733,1421,6, HELP dolphin there but i think the ML is picking the wavelet;;,,,
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,42782,649,1703,654,1719,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,27168,824,1905,841,1920,10, ;;,,,
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,39856,128,760,134,775,6, HELP there is movement, not sure if it's just reflection in the water or an undewater animal;;,,
